Unnamed: 0,Title,Poem,Poet,Tags,Birth Year,Death Year,Order
3,sorrows,who would believe them winged who would believe they could be beautiful         who would believe they could fall so in love with mortals that they would attach themselves as scars attach and ride the skin sometimes we hear them in our dreams rattling their skulls         clicking their bony fingers envying our crackling hair our spice filled flesh they have heard me beseeching as I whispered into my own cupped hands       enough not me again enough       but who can distinguish one human voice   amid such choruses of desire,Lucille Clifton,"Living,Sorrow & Grieving,Mythology & Folklore,Heroes & Patriotism",1936,2010.0,26
99,Midsummer,"On nights like this we used to swim in the quarry,  the boys making up games requiring them to tear off  the girls’ clothes  and the girls cooperating, because they had new bodies since last summer and they wanted to exhibit them, the brave ones  leaping off  the high rocks — bodies crowding the water. The nights were humid, still. The stone was cool and wet, marble for  graveyards, for buildings that we never saw,  buildings in cities far away. On cloudy nights, you were blind. Those nights the rocks were dangerous,  but in another way it was all dangerous, that was what we were after.  The summer started. Then the boys and girls began to pair off  but always there were a few left at the end — sometimes they’d keep watch, sometimes they’d pretend to go off  with each other like the rest, but what could they do there, in the woods? No one wanted to be them.  But they’d show up anyway, as though some night their luck would change,  fate would be a different fate. At the beginning and at the end, though, we were all together. After the evening chores, after the smaller children were in bed,  then we were free. Nobody said anything, but we knew the nights we’d meet  and the nights we wouldn’t. Once or twice, at the end of summer,  we could see a baby was going to come out of all that kissing. And for those two, it was terrible, as terrible as being alone.  The game was over. We’d sit on the rocks smoking cigarettes,  worrying about the ones who weren’t there. And then finally walk home through the fields,  because there was always work the next day.  And the next day, we were kids again, sitting on the front steps in the morning,  eating a peach.  Just that, but it seemed an honor to have a mouth.  And then going to work, which meant helping out in the fields.  One boy worked for an old lady, building shelves.  The house was very old, maybe built when the mountain was built. And then the day faded. We were dreaming, waiting for night.  Standing at the front door at twilight, watching the shadows lengthen.  And a voice in the kitchen was always complaining about the heat, wanting the heat to break. Then the heat broke, the night was clear.  And you thought of  the boy or girl you’d be meeting later.  And you thought of  walking into the woods and lying down,  practicing all those things you were learning in the water.  And though sometimes you couldn’t see the person you were with, there was no substitute for that person. The summer night glowed; in the field, fireflies were glinting. And for those who understood such things, the stars were sending messages:  You will leave the village where you were born  and in another country you’ll become very rich, very powerful, but always you will mourn something you left behind, even though  you can’t say what it was, and eventually you will return to seek it.",Louise Glück,"Living,Relationships,Nature,Summer",1943,2025.0,32
100,Dawn,"1 Child waking up in a dark room  screaming I want my duck back, I want my duck back  in a language nobody understands in the least — There is no duck. But the dog, all upholstered in white plush — the dog is right there in the crib next to him. Years and years — that’s how much time passes.  All in a dream. But the duck — no one knows what happened to that.                                   2 They’ve  just met, now  they’re sleeping near an open window. Partly to wake them, to assure them  that what they remember of  the night is correct,  now light needs to enter the room, also to show them the context in which this occurred:  socks half  hidden under a dirty mat,  quilt decorated with green leaves — the sunlight specifying  these but not other objects,  setting boundaries, sure of  itself, not arbitrary, then lingering, describing  each thing in detail,  fastidious, like a composition in English,  even a little blood on the sheets —                                   3 Afterward, they separate for the day.  Even later, at a desk, in the market,  the manager not satisfied with the figures he’s given,  the berries moldy under the topmost layer — so that one withdraws from the world even as one continues to take action in it — You get home, that’s when you notice the mold.  Too late, in other words. As though the sun blinded you for a moment.",Louise Glück,"Relationships,Family & Ancestors,Men & Women",1943,2025.0,32
117,New Folk,"I said Folk was dressed in Blues but hairier and hemped.
After ""We acoustic banjo disciples!"" Jebediah said, ""When
and whereforth shall the bucolic blacks with good tempers
come to see us pluck as Elizabeth Cotton intended?""
We stole my Uncle Windchime's minivan, penned a simple   
ballad about the drag of lovelessness and drove the end
of the chitlin' circuit to a joint skinny as a walk-in temple
where our new folk was not that new, but strengthened
by our twelve bar conviction. A month later, in pulled
a parade of well meaning alabaster post adolescents.
We noticed the sand-tanned and braless ones piled
in the ladder-backed front row with their boyfriends
first because beneath our twangor slept what I'll call
a hunger for the outlawable. One night J asked me when
sisters like Chapman would arrive. I shook my chin wool
then, and placed my hand over the guitar string's wind-
ow til it stilled. ""When the moon's black,"" I said. ""Be faithful.""",Terrance Hayes,"Travels & Journeys,Arts & Sciences,Music,Social Commentaries,Race & Ethnicity",1971,2025.0,44
118,Ode to Big Trend,"Pretty soon the Negroes were looking to get paid. My partner, Big Trend, wiped his ox neck and said He wasn't going to wait too much longer. You Know that look your daddy gets before he whups you? That's how Big Trend looked. There was a pink scar Meddling his forehead. Most people assumed a bear Like him couldn't read anything but a dollar, But I'd watched him tour the used bookstore In town and seen him napping so I knew he held more Than power in those hands. They could tear A Bible in two. Sometimes on the walk home I'd hear Him reciting poems. But come Friday, he was the one The fellas asked to speak to the boss. He'd go alone, Usually, and left behind, we imagined the boss buckled Into Trend's shadow because our money always followed.",Terrance Hayes,"Activities,Jobs & Working,Relationships,Friends & Enemies,Social Commentaries,Money & Economics,Race & Ethnicity",1971,2025.0,44
119,Stick Elegy,"The dead were still singing Turn the lights down low Beneath Yellow Bridge where years before, clowning And ass out, Stick jumped with nothing but the State Championship trophy in his righteous clutch. The water Was supposed to be deepest there, and for three seasons Straight MVPs: Charlie ""Fly"" Kennison, Long Timmy Long, And Rocket Jefferson, those are the names I knew, jumped Free. But Stick's ankle broke. I fished him out, crumpled  And bawling like the day he was born, like an object of Baptism, and a life of bad luck followed in the shape of Floods and fractured lightning, and then, numb, tooth- Less, and changed, the dead refused burial, striking out, 2 By 2, 4 by 4, from the morgue house to raise trouble at The bridge. I started hearing birds everywhere after that.",Terrance Hayes,"Living,Relationships,Friends & Enemies,Social Commentaries",1971,2025.0,44
120,Cocktails with Orpheus,"After dark, the bar full of women part of me loves—the part that stood naked outside the window of Miss Geneva, recent divorcée who owned a gun, O Miss Geneva where are you now—Orpheus says she did not perish, she was not turned to ash in the brutal light, she found a good job, she made good money, she had her own insurance and a house, she was a decent wife. I know descent lives in the word decent. The bar noise makes a kind of silence. When Orpheus hands me his sunglasses, I see how fire changes everything. In the mind I am behind a woman whose skirt is hiked above her hips, as bound as touch permits, saying don't forget me when I become the liquid out of which names are born, salt-milk, milk-sweet and animal-made. I want to be a human above the body, uprooted and right, a fold of pleas released, but I am a black wound, what's left of the deed.",Terrance Hayes,"Relationships,Mythology & Folklore,Greek & Roman Mythology,Heroes & Patriotism",1971,2025.0,44
121,Mystic Bounce,"Even if you love the racket of ascension, you must know how the power leaves you. And at this pitch who has time for meditation? the sea walled in by buildings. I do miss the quiet, don't you? When I said, ""Fuck the deer antlered and hithered in fur,"" it was because I had seen the faces of presidents balled into a fist. If I were in charge, I would know how to fix the world: free health care or free physicals, at least, and an abiding love for the abstract. When I said, ""All of history is saved for us,"" it was because I scorned the emancipated sky. Does the anthem choke you up? When I asked God if anyone born to slaves would die a slave, He said: ""Sure as a rock descending a hillside."" That's why I'm not a Christian.",Terrance Hayes,"Religion,The Spiritual,Social Commentaries,History & Politics,Money & Economics",1971,2025.0,44
88,The Breather,"Just as in the horror movies when someone discovers that the phone calls are coming from inside the house so too, I realized  that our tender overlapping has been taking place only inside me. All that sweetness, the love and desire— it’s just been me dialing myself then following the ringing to another room to find no one on the line, well, sometimes a little breathing but more often than not, nothing. To think that all this time— which would include the boat rides, the airport embraces, and all the drinks— it’s been only me and the two telephones, the one on the wall in the kitchen and the extension in the darkened guest room upstairs.",Billy Collins,"Love,Desire,Realistic & Complicated,Unrequited Love,Relationships,Social Commentaries,Popular Culture",1941,2025.0,31
143,Her,"There is no noisier place than the suburbs, someone once said to me as we were walking along a fairway, and every day is delighted to offer fresh evidence: the chainsaw, the leaf-blower blowing one leaf around an enormous house with columns, on Mondays and Thursdays the garbage truck equipped with air brakes, reverse beeper, and merciless grinder. There’s dogs, hammers, backhoes or serious earthmovers if today is not your day. How can the birds get a peep or a chirp in edgewise, I would like to know? But this morning is different, only a soft clicking sound and the low talk of two workmen working on the house next door, laying tile I am guessing. Otherwise, all quiet for a change, just the clicking of tiles being handled and their talking back and forth in Spanish then one of them asking in English “What was her name?” and the silence of the other.",Billy Collins,"Social Commentaries,Class",1941,2025.0,31
144,The Chairs That No One Sits In,"You see them on porches and on lawns down by the lakeside, usually arranged in pairs implying a couple who might sit there and look out at the water or the big shade trees. The trouble is you never see anyone sitting in these forlorn chairs though at one time it must have seemed   a good place to stop and do nothing for a while. Sometimes there is a little table between the chairs where no one   is resting a glass or placing a book facedown. It might be none of my business, but it might be a good idea one day for everyone who placed those vacant chairs on a veranda or a dock to sit down in them for the sake of remembering whatever it was they thought deserved to be viewed from two chairs   side by side with a table in between. The clouds are high and massive that day. The woman looks up from her book. The man takes a sip of his drink. Then there is nothing but the sound of their looking, the lapping of lake water, and a call of one bird then another, cries of joy or warning— it passes the time to wonder which.",Billy Collins,"Social Commentaries,Popular Culture",1941,2025.0,31
13,You and your whole race.,"You and your whole race.
Look down upon the town in which you live
And be ashamed.
Look down upon white folks   
And upon yourselves   
And be ashamed
That such supine poverty exists there,
That such stupid ignorance breeds children there
Behind such humble shelters of despair—
That you yourselves have not the sense to care
Nor the manhood to stand up and say
I dare you to come one step nearer, evil world,
With your hands of greed seeking to touch my throat, I dare you to come one step nearer me:
                        When you can say that
                        you will be free!",Langston Hughes,"Social Commentaries,Money & Economics,Race & Ethnicity",1902,1967.0,9
14,I look at the world,"I look at the world
From awakening eyes in a black face—
And this is what I see:
This fenced-off narrow space   
Assigned to me.
I look then at the silly walls
Through dark eyes in a dark face—
And this is what I know:
That all these walls oppression builds
Will have to go!
I look at my own body   
With eyes no longer blind—
And I see that my own hands can make
The world that's in my mind.
Then let us hurry, comrades,
The road to find.",Langston Hughes,"Social Commentaries,Race & Ethnicity",1902,1967.0,9
15,Remember,"Remember
The days of bondage—
And remembering—
Do not stand still.
Go to the highest hill
And look down upon the town
Where you are yet a slave.
Look down upon any town in Carolina
Or any town in Maine, for that matter,
Or Africa, your homeland—
And you will see what I mean for you to see—
             The white hand:
             The thieving hand.
             The white face:
             The lying face.
             The white power:
             The unscrupulous power
That makes of you
The hungry wretched thing you are today.",Langston Hughes,"Social Commentaries,Race & Ethnicity",1902,1967.0,9
37,Uptick,"We were sitting there, and   I made a joke about how   it doesn’t dovetail: time,   one minute running out   faster than the one in front   it catches up to.   That way, I said,   there can be no waste.   Waste is virtually eliminated.   To come back for a few hours to   the present subject, a painting,   looking like it was seen,   half turning around, slightly apprehensive,   but it has to pay attention   to what’s up ahead: a vision.   Therefore poetry dissolves in   brilliant moisture and reads us   to us.   A faint notion. Too many words,   but precious.",John Ashbery,"Living,Time & Brevity,Arts & Sciences,Language & Linguistics,Poetry & Poets",1927,2017.0,17
38,El Dorado,"We have a friend in common, the retired sophomore.   His concern: that I shall get it like that,   in the right and righter of a green bush   chomping on future considerations. In the ghostly   dreams of others it appears I am all right,   and even going on tomorrow there is much   to be said on all these matters, “issues,” like   “No rest for the weary.” (And yet—why not?)   Feeling under orders is a way of showing up,   but stepping on Earth—she’s not going to.   Ten shades of pleasing himself brings us to tomorrow   evening and will be back for more. I disagree   with you completely but couldn’t be prouder   and fonder of you. So drink up. Feel good for two.   I do it in a lot of places. Subfusc El Dorado   is only one that I know something about.   Others are recently lost cities   where we used to live—they keep the names   we knew, sometimes. I do it in a lot of places.   Brash brats offer laughing advice,   as though anything I cared about could be difficult   or complicated now. That’s the rub. Gusts of up   to forty-five miles an hour will be dropping in later   on tonight. No reason not to. So point at the luck   we know about. Living is a meatloaf sandwich.   I had a good time up there.",John Ashbery,,1927,2017.0,17
39,Leave the Hand In,"Furthermore, Mr. Tuttle used to have to run in the streets.   Now, each time friendship happens, they’re fully booked.   Sporting with amaryllis in the shade is all fine and good,   but when your sparring partner gets there first   you wonder if it was all worth it. “Yes, why do it?”   I’m on hold. It will take quite a lot for this music   to grow on me. I meant no harm. I’ve helped him   from getting stuck before. Dumb thing. All my appetites are friendly.   Children too are free to go and come as they please.   I ask you only to choose between us, then shut down this election.   But don’t reveal too much of your hand at any given time.   Then up and pipes the major, leave the hand in,   or change the vows. The bold, enduring menace of courtship is upon us   like the plague, and none of us can say what trouble   will be precipitated once it has had its way with us.   Our home is marshland. After dinner was wraparound.   You got a tender little look at it.   Outside, it never did turn golden.",John Ashbery,,1927,2017.0,17
40,Boundary Issues,"Here in life, they would understand.   How could it be otherwise? We had groped too,   unwise, till the margin began to give way,   at which point all was sullen, or lost, or both.   Now it was time, and there was nothing for it.   We had a good meal, I and my friend,   slurping from the milk pail, grabbing at newer vegetables.   Yet life was a desert. Come home, in good faith.   You can still decide to. But it wanted warmth.   Otherwise ruse and subtlety would become impossible   in the few years or hours left to us. “Yes, but . . .”   The iconic beggars shuffled off   too. I told you,   once a breach emerges it will become a chasm   before anyone’s had a chance to waver. A dispute   on the far side of town erupts into a war   in no time at all, and ends as abruptly. The tendency to heal   sweeps all before it, into the arroyo, the mine shaft,   into whatever pocket you were contemplating. And the truly lost   make up for it. It’s always us that has to pay.   I have a suggestion to make: draw the sting out   as probingly as you please. Plaster the windows over   with wood pulp against the noon gloom proposing its enigmas,   its elixirs. Banish truth-telling. That’s the whole point, as I understand it.   Each new investigation rebuilds the urgency,   like a sand rampart. And further reflection undermines it,   causing its eventual collapse. We could see all that   from a distance, as on a curving abacus, in urgency mode   from day one, but by then dispatches hardly mattered.   It was camaraderie, or something like it, that did,   poring over us like we were papyri, hoping to find one   correct attitude sketched on the gaslit air, night’s friendly takeover.",John Ashbery,"Relationships,Friends & Enemies,Arts & Sciences,Language & Linguistics",1927,2017.0,17
142,Memory of the Murdered Professors at the Jagiellonian,"After Hasior




They fired a bullet into the head of each question, trying to kill Kant’s unending argument with Hegel. They burned laws, moral codes, & the Golden Means. Anyone serving tea & cookies to Death, looking or acting as if he knew love, stood before the firing squad. All questions had to go. Pronoun or noun. If it crawled on busted kneecaps, whimpering & begging for mercy, it was still half of a question.                     *     *     *The little skyscraper of glass boxes sunlight strikes the same time of day at a certain angle outside Zakopane looks like condos where nimble ghosts still stand up to the darkest answers. No, I can’t hear one voice pleading. But I do hear gusts coming down from the hills. No, you’re wrong again. The crow perched on the totem is real. Look at how the light lifts off its wings, but I wish I could understand what it is he’s trying to say. I think I heard a name.",Yusef Komunyakaa,"Social Commentaries,War & Conflict",1947,2025.0,33
143,The Shortest Night,"I went into the forest searching for fire inside pleading wood, but I can’t say for how long I was moored between worlds. I heard a magpie’s rumination, but I don’t know if its wings lifted the moon or let it drift slow as a little straw boat set ablaze on a winding river. I learned the yellow-eyed wolf is a dog & a man. A small boy with a star pinned to his sleeve was hiding among thorn bushes, or it was how the restless dark wounded the pale linden tree outside a Warsaw apartment. Night crawls under each stone quick as a cry held in the throat. All I remember is my left hand was holding your right breast when I forced my eyes shut. Then I could hear something in the room, magnanimous but small, half outside & half inside, no more than a song— an insomniac’s one prophecy pressed against the curtains, forcing the ferns to bloom.",Yusef Komunyakaa,"Living,Time & Brevity,Social Commentaries,History & Politics",1947,2025.0,33
175,Memorizing “The Sun Rising” by John Donne,"Every reader loves the way he tells off the sun, shouting busy old fool into the English skies even though they were likely cloudy on that seventeenth-century morning.And it’s a pleasure to spend this sunny daypacing the carpet and repeating the words, feeling the syllables lock into rowsuntil I can stand and declare, the book held closed by my side,that hours, days, and months are but the rags of time.But after a few steps into stanza number two,wherein the sun is blinded by his mistress’s eyes, I can feel the first one begin to fade like sky-written letters on a windy day.And by the time I have taken in the third, the second is likewise gone, a blown-out candle now,a wavering line of acrid smoke.So it’s not until I leave the houseand walk three times around this hidden lakethat the poem begins to showany interest in walking by my side.Then, after my circling,better than the courteous dominion of her being all states and him all princes, better than love’s power to shrinkthe wide world to the size of a bedchamber, and better even than the compressionof all that into the rooms of these three stanzasis how, after hours stepping up and down the poem,testing the plank of every line,it goes with me now, contracted into a little spot within.",Billy Collins,"Arts & Sciences,Poetry & Poets",1941,2025.0,31
36,Recreation,"Coming together   
it is easier to work   
after our bodies   
meet
paper and pen
neither care nor profit
whether we write or not
but as your body moves
under my hands   
charged and waiting   
we cut the leash
you create me against your thighs   
hilly with images
moving through our word countries   
my body
writes into your flesh
the poem
you make of me.
Touching you I catch midnight   
as moon fires set in my throat   
I love you flesh into blossom   
I made you
and take you made
into me.",Audre Lorde,"Love,Desire,Relationships,Gay, Lesbian, Queer",1934,1992.0,24
37,Movement Song,"I have studied the tight curls on the back of your neck   
moving away from me
beyond anger or failure
your face in the evening schools of longing
through mornings of wish and ripen
we were always saying goodbye
in the blood in the bone over coffee
before dashing for elevators going
in opposite directions
without goodbyes.
Do not remember me as a bridge nor a roof   
as the maker of legends
nor as a trap
door to that world
where black and white clericals
hang on the edge of beauty in five oclock elevators   
twitching their shoulders to avoid other flesh   
and now
there is someone to speak for them   
moving away from me into tomorrows   
morning of wish and ripen
your goodbye is a promise of lightning   
in the last angels hand
unwelcome and warning
the sands have run out against us   
we were rewarded by journeys
away from each other
into desire
into mornings alone
where excuse and endurance mingle   
conceiving decision.
Do not remember me
as disaster
nor as the keeper of secrets
I am a fellow rider in the cattle cars
watching
you move slowly out of my bed   
saying we cannot waste time
only ourselves.",Audre Lorde,"Living,Marriage & Companionship,Love,Desire,Heartache & Loss,Realistic & Complicated,Romantic Love,Relationships",1934,1992.0,24
38,A Woman Speaks,"Moon marked and touched by sun   
my magic is unwritten
but when the sea turns back
it will leave my shape behind.   
I seek no favor
untouched by blood
unrelenting as the curse of love   
permanent as my errors
or my pride
I do not mix
love with pity
nor hate with scorn
and if you would know me
look into the entrails of Uranus   
where the restless oceans pound.
I do not dwell
within my birth nor my divinities   
who am ageless and half-grown   
and still seeking
my sisters
witches in Dahomey
wear me inside their coiled cloths   
as our mother did
mourning.
I have been woman
for a long time
beware my smile
I am treacherous with old magic   
and the noon's new fury
with all your wide futures   
promised
I am
woman
and not white.",Audre Lorde,"Social Commentaries,Gender & Sexuality,Race & Ethnicity",1934,1992.0,24
39,Never to Dream of Spiders,"Time collapses between the lips of strangers   
my days collapse into a hollow tube
soon implodes against now
like an iron wall
my eyes are blocked with rubble
a smear of perspectives
blurring each horizon
in the breathless precision of silence
one word is made.
Once the renegade flesh was gone   
fall air lay against my face
sharp and blue as a needle
but the rain fell through October   
and death lay    a condemnation   
within my blood.
The smell of your neck in August   
a fine gold wire bejeweling war   
all the rest lies
illusive as a farmhouse
on the other side of a valley
vanishing in the afternoon.
Day three    day four    day ten   
the seventh step
a veiled door leading to my golden anniversary   
flameproofed free-paper shredded   
in the teeth of a pillaging dog   
never to dream of spiders   
and when they turned the hoses upon me
a burst of light.",Audre Lorde,"Living,Time & Brevity",1934,1992.0,24
53,Late February,"The first warm day,
and by mid-afternoon
the snow is no more
than a washing
strewn over the yards,
the bedding rolled in knots
and leaking water,
the white shirts lying
under the evergreens.
Through the heaviest drifts
rise autumn’s fallen
bicycles, small carnivals
of paint and chrome,
the Octopus
and Tilt-A-Whirl
beginning to turn
in the sun. Now children,
stiffened by winter
and dressed, somehow,
like old men, mutter
and bend to the work
of building dams.
But such a spring is brief;
by five o’clock
the chill of sundown,
darkness, the blue TVs
flashing like storms
in the picture windows,
the yards gone gray,
the wet dogs barking
at nothing. Far off
across the cornfields
staked for streets and sewers,
the body of a farmer
missing since fall
will show up
in his garden tomorrow,
as unexpected
as a tulip.",Ted Kooser,"Living,Death,Nature,Spring,Winter",1939,2025.0,30
54,So This Is Nebraska,"The gravel road rides with a slow gallop
over the fields, the telephone lines
streaming behind, its billow of dust
full of the sparks of redwing blackbirds.
On either side, those dear old ladies,
the loosening barns, their little windows
dulled by cataracts of hay and cobwebs
hide broken tractors under their skirts.
So this is Nebraska. A Sunday
afternoon; July. Driving along
with your hand out squeezing the air,
a meadowlark waiting on every post.
Behind a shelterbelt of cedars,
top-deep in hollyhocks, pollen and bees,
a pickup kicks its fenders off
and settles back to read the clouds.
You feel like that; you feel like letting
your tires go flat, like letting the mice
build a nest in your muffler, like being
no more than a truck in the weeds,
clucking with chickens or sticky with honey
or holding a skinny old man in your lap
while he watches the road, waiting
for someone to wave to. You feel like
waving. You feel like stopping the car
and dancing around on the road. You wave
instead and leave your hand out gliding
larklike over the wheat, over the houses.",Ted Kooser,"Nature,Summer",1939,2025.0,30
55,In the Basement of the Goodwill Store,"In musty light, in the thin brown air
of damp carpet, doll heads and rust,
beneath long rows of sharp footfalls
like nails in a lid, an old man stands
trying on glasses, lifting each pair
from the box like a glittering fish
and holding it up to the light
of a dirty bulb. Near him, a heap
of enameled pans as white as skulls
looms in the catacomb shadows,
and old toilets with dry red throats
cough up bouquets of curtain rods.
You’ve seen him somewhere before.
He’s wearing the green leisure suit
you threw out with the garbage,
and the Christmas tie you hated,
and the ventilated wingtip shoes
you found in your father’s closet
and wore as a joke. And the glasses
which finally fit him, through which
he looks to see you looking back—
two mirrors which flash and glance—
are those through which one day
you too will look down over the years,
when you have grown old and thin
and no longer particular,
and the things you once thought
you were rid of forever
have taken you back in their arms.",Ted Kooser,"Living,Growing Old,Time & Brevity",1939,2025.0,30
56,A Room in the Past,"It’s a kitchen. Its curtains fill
with a morning light so bright   
you can’t see beyond its windows   
into the afternoon. A kitchen   
falling through time with its things   
in their places, the dishes jingling   
up in the cupboard, the bucket   
of drinking water rippled as if
a truck had just gone past, but that truck   
was thirty years. No one’s at home   
in this room. Its counter is wiped,   
and the dishrag hangs from its nail,   
a dry leaf. In housedresses of mist,   
blue aprons of rain, my grandmother   
moved through this life like a ghost,   
and when she had finished her years,   
she put them all back in their places
and wiped out the sink, turning her back   
on the rest of us, forever.",Ted Kooser,"Living,Death,Time & Brevity,Activities,Indoor Activities,Relationships,Family & Ancestors,Home Life",1939,2025.0,30
57,A Letter in October,"Dawn comes later and later now,
and I, who only a month ago
could sit with coffee every morning
watching the light walk down the hill
to the edge of the pond and place
a doe there, shyly drinking,
then see the light step out upon
the water, sowing reflections
to either side—a garden
of trees that grew as if by magic—
now see no more than my face,
mirrored by darkness, pale and odd,
startled by time. While I slept,
night in its thick winter jacket
bridled the doe with a twist
of wet leaves and led her away,
then brought its black horse with harness
that creaked like a cricket, and turned
the water garden under. I woke,
and at the waiting window found
the curtains open to my open face;
beyond me, darkness. And I,
who only wished to keep looking out,
must now keep looking in.",Ted Kooser,"Nature,Animals",1939,2025.0,30
61,Walking on Tiptoe,"Long ago we quit lifting our heels
like the others—horse, dog, and tiger—
though we thrill to their speed
as they flee. Even the mouse
bearing the great weight of a nugget
of dog food is enviably graceful.
There is little spring to our walk,
we are so burdened with responsibility,
all of the disciplinary actions
that have fallen to us, the punishments,
the killings, and all with our feet
bound stiff in the skins of the conquered.
But sometimes, in the early hours,
we can feel what it must have been like
to be one of them, up on our toes,
stealing past doors where others are sleeping,
and suddenly able to see in the dark.",Ted Kooser,"Relationships,Pets,Nature,Animals",1939,2025.0,30
141,Stopping by Woods on a Snowy Evening,"Whose woods these are I think I know.   
His house is in the village though;   
He will not see me stopping here   
To watch his woods fill up with snow.   
My little horse must think it queer   
To stop without a farmhouse near   
Between the woods and frozen lake   
The darkest evening of the year.   
He gives his harness bells a shake   
To ask if there is some mistake.   
The only other sound’s the sweep   
Of easy wind and downy flake.   
The woods are lovely, dark and deep,   
But I have promises to keep,   
And miles to go before I sleep,   
And miles to go before I sleep.",Robert Frost,"Activities,Travels & Journeys,Nature,Landscapes & Pastorals,Weather,Winter,Christmas",1874,1963.0,5
16,Witch Doctor,"I
He dines alone surrounded by reflections   
of himself. Then after sleep and benzedrine   
descends the Cinquecento stair his magic   
wrought from hypochondria of the well-
to-do and nagging deathwish of the poor;   
swirls on smiling genuflections of
his liveried chauffeur into a crested   
lilac limousine, the cynosure
of mousey neighbors tittering behind   
Venetian blinds and half afraid of him   
and half admiring his outrageous flair.
       II
Meanwhile his mother, priestess in gold lamé,   
precedes him to the quondam theater   
now Israel Temple of the Highest Alpha,   
where the bored, the sick, the alien, the tired   
await euphoria. With deadly vigor
she prepares the way for mystery
and lucre. Shouts in blues-contralto, ”He’s   
God’s dictaphone of all-redeeming truth.
Oh he’s the holyweight champeen who’s come   
to give the knockout lick to your bad luck;   
say he’s the holyweight champeen who’s here   
to deal a knockout punch to your hard luck.“
       III
Reposing on cushions of black leopard skin,   
he telephones instructions for a long
slow drive across the park that burgeons now   
with spring and sailors. Peers questingly   
into the green fountainous twilight, sighs
and turns the gold-plate dial to Music For
Your Dining-Dancing Pleasure. Smoking Egyptian   
cigarettes rehearses in his mind
a new device that he must use tonight.
       IV
Approaching Israel Temple, mask in place,   
he hears ragtime allegros of a ”Song
of Zion“ that becomes when he appears   
a hallelujah wave for him to walk.
His mother and a rainbow-surpliced cordon   
conduct him choiring to the altar-stage,
and there he kneels and seems to pray before   
a lighted Jesus painted sealskin-brown.
Then with a glittering flourish he arises,   
turns, gracefully extends his draperied arms:   
“Israelites, true Jews, O found lost tribe   
of Israel, receive my blessing now.
Selah, selah.” He feels them yearn toward him   
as toward a lover, exults before the image
of himself their trust gives back. Stands as though   
in meditation, letting their eyes caress
his garments jewelled and chatoyant, cut   
to fall, to flow from his tall figure
dramatically just so. Then all at once
he sways, quivers, gesticulates as if
to ward off blows or kisses, and when he speaks   
again he utters wildering vocables,
hypnotic no-words planned (and never failing)   
to enmesh his flock in theopathic tension.   
Cries of eudaemonic pain attest
his artistry. Behind the mask he smiles.   
And now in subtly altering light he chants
and sinuously trembles, chants and trembles   
while convulsive energies of eager faith   
surcharge the theater with power of   
their own, a power he has counted on   
and for a space allows to carry him.   
Dishevelled antiphons proclaim the moment   
his followers all day have hungered for,   
but which is his alone.
He signals: tambourines begin, frenetic
drumbeat and glissando. He dances from the altar,   
robes hissing, flaring, shimmering; down aisles   
where mantled guardsmen intercept wild hands   
that arduously strain to clutch his vestments,   
he dances, dances, ensorcelled and aloof,   
the fervid juba of God as lover, healer,   
conjurer. And of himself as God.",Robert Hayden,"Religion,Social Commentaries,History & Politics",1913,1980.0,12
64,To the Rose upon the Rood of Time,"Red Rose, proud Rose, sad Rose of all my days!
Come near me, while I sing the ancient ways:
Cuchulain battling with the bitter tide;
The Druid, grey, wood-nurtured, quiet-eyed,
Who cast round Fergus dreams, and ruin untold;
And thine own sadness, whereof stars, grown old
In dancing silver-sandalled on the sea,
Sing in their high and lonely melody.
Come near, that no more blinded by man's fate,
I find under the boughs of love and hate,
In all poor foolish things that live a day,
Eternal beauty wandering on her way.
Come near, come near, come near—Ah, leave me still
A little space for the rose-breath to fill!
Lest I no more hear common things that crave;
The weak worm hiding down in its small cave,
The field-mouse running by me in the grass,
And heavy mortal hopes that toil and pass;
But seek alone to hear the strange things said
By God to the bright hearts of those long dead,
And learn to chaunt a tongue men do not know.
Come near; I would, before my time to go,
Sing of old Eire and the ancient ways:
Red Rose, proud Rose, sad Rose of all my days.",William Butler Yeats,"Living,Time & Brevity",1865,1939.0,4
65,The Lake Isle of Innisfree,"I will arise and go now, and go to Innisfree,
And a small cabin build there, of clay and wattles made;
Nine bean-rows will I have there, a hive for the honey-bee,
And live alone in the bee-loud glade.
And I shall have some peace there, for peace comes dropping slow,
Dropping from the veils of the morning to where the cricket sings;
There midnight’s all a glimmer, and noon a purple glow,
And evening full of the linnet’s wings.
I will arise and go now, for always night and day
I hear lake water lapping with low sounds by the shore;
While I stand on the roadway, or on the pavements grey,
I hear it in the deep heart’s core.",William Butler Yeats,"Nature,Landscapes & Pastorals,St. Patrick's Day",1865,1939.0,4
66,The Sorrow of Love,"The brawling of a sparrow in the eaves,   
The brilliant moon and all the milky sky,   
And all that famous harmony of leaves,   
Had blotted out man's image and his cry.
A girl arose that had red mournful lips
And seemed the greatness of the world in tears,   
Doomed like Odysseus and the labouring ships   
And proud as Priam murdered with his peers;
Arose, and on the instant clamorous eaves,   
A climbing moon upon an empty sky,   
And all that lamentation of the leaves,   
Could but compose man's image and his cry.",William Butler Yeats,Nature,1865,1939.0,4
